Année,situation,Genre,Domaine,Taux d’insertion,Part des emplois de niveau cadre,Part des emplois stables,Part des emplois à temps plein,Salaire brut annuel estimé,Part des diplômés boursiers dans la discipline,Taux de chômage national
2019,30 mois après le diplôme,femmes,"Sciences, technologies et santé",95.0,74.0,93.0,99.0,35900.0,28.0,7.2
2019,18 mois après le diplôme,femmes,"Sciences, technologies et santé",93.0,77.0,88.0,100.0,35900.0,28.0,7.2
2019,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",86.0,83.0,86.0,98.0,36700.0,30.0,7.2
2020,30 mois après le diplôme,femmes,"Sciences, technologies et santé",97.0,83.0,94.0,100.0,39000.0,27.0,6.9
2016,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,85.0,78.0,100.0,34300.0,32.0,8.5
2015,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2012,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",79.0,51.0,49.0,97.0,27500.0,23.0,10.1
2015,18 mois après le diplôme,hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2018,30 mois après le diplôme,femmes et hommes,Masters enseignement,98.0,86.0,88.0,93.0,27300.0,19.0,7.8
2013,18 mois après le diplôme,femmes,Masters enseignement,97.0,84.0,86.0,92.0,26300.0,40.0,9.9
2014,30 mois après le diplôme,femmes,Masters enseignement,97.0,87.0,89.0,91.0,27800.0,37.0,9.3
2019,18 mois après le diplôme,femmes,Masters enseignement,98.0,82.0,82.0,91.0,28100.0,21.0,7.2
2014,18 mois après le diplôme,femmes,Masters enseignement,97.0,86.0,86.0,91.0,26500.0,37.0,9.3
2015,30 mois après le diplôme,hommes,Masters enseignement,98.0,89.0,92.0,96.0,29600.0,19.0,8.6
2020,18 mois après le diplôme,femmes et hommes,Masters enseignement,97.0,81.0,80.0,92.0,30400.0,22.0,6.9
2011,30 mois après le diplôme,femmes et hommes,Masters enseignement,96.0,69.0,76.0,87.0,25800.0,29.0,9.7
2012,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2014,30 mois après le diplôme,femmes,"Lettres, langues, arts",89.0,62.0,50.0,81.0,24200.0,19.0,9.3
2019,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",83.0,58.0,52.0,84.0,23600.0,34.0,7.2
2016,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",95.0,49.0,45.0,75.0,22600.0,31.0,8.5
2018,30 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2017,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2012,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2017,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",85.0,47.0,62.0,88.0,25800.0,43.0,7.8
2013,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",87.0,55.0,68.0,85.0,25000.0,40.0,9.9
2018,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2017,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2018,18 mois après le diplôme,femmes,"Lettres, langues, arts",87.0,39.0,67.0,94.0,26600.0,48.0,7.8
2019,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.0,55.0,85.0,99.0,31200.0,44.0,7.2
2016,30 mois après le diplôme,hommes,"Lettres, langues, arts",89.0,53.0,77.0,96.0,29600.0,38.0,8.5
2012,18 mois après le diplôme,hommes,"Lettres, langues, arts",82.0,62.268107698141826,64.0,95.0,25700.0,32.80387685290764,10.1
2018,30 mois après le diplôme,hommes,"Lettres, langues, arts",82.0,43.0,79.0,89.0,29600.0,36.0,7.8
2017,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",89.0,46.0,79.0,96.0,30000.0,47.0,7.8
2012,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",87.0,35.0,73.0,94.0,26500.0,40.0,10.1
2012,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",84.0,32.0,59.0,95.0,24200.0,40.0,10.1
2015,18 mois après le diplôme,hommes,"Lettres, langues, arts",81.0,40.0,63.0,92.0,26500.0,42.0,8.6
2017,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2013,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2018,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2018,30 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,18 mois après le diplôme,femmes,"Lettres, langues, arts",84.0,62.268107698141826,54.0,91.73041559396837,29569.70041714069,39.0,9.3
2014,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2019,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.2
2015,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2020,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,6.9
2015,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2014,30 mois après le diplôme,femmes,"Lettres, langues, arts",88.0,53.0,61.0,85.0,23400.0,33.0,9.3
2014,18 mois après le diplôme,hommes,"Lettres, langues, arts",81.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,45.0,9.3
2016,18 mois après le diplôme,hommes,"Lettres, langues, arts",87.0,75.0,61.0,83.0,29569.70041714069,37.0,8.5
2012,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",84.0,54.0,60.0,81.0,23700.0,30.0,10.1
2017,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,30 mois après le diplôme,femmes,"Lettres, langues, arts",90.0,51.0,67.0,91.0,28300.0,35.0,9.3
2015,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2012,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",91.0,53.0,76.0,95.0,26500.0,18.0,10.1
2017,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2019,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",87.0,36.0,61.0,84.0,25000.0,44.0,7.2
2020,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",87.0,43.0,67.0,90.0,26700.0,40.0,6.9
2020,18 mois après le diplôme,hommes,"Lettres, langues, arts",73.0,51.0,63.0,88.0,31200.0,39.0,6.9
2012,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2015,18 mois après le diplôme,femmes,"Lettres, langues, arts",76.0,34.0,47.0,82.0,23400.0,40.0,8.6
2014,18 mois après le diplôme,femmes,"Lettres, langues, arts",74.0,34.0,51.0,68.0,22700.0,42.0,9.3
2012,30 mois après le diplôme,femmes,"Lettres, langues, arts",86.0,56.0,60.0,81.0,25400.0,32.80387685290764,10.1
2012,30 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2018,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,87.0,62.0,62.0,87.0,28100.0,37.0,7.8
2014,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,83.0,52.0,45.0,79.0,25000.0,33.0,9.3
2018,18 mois après le diplôme,femmes,Sciences humaines et sociales,87.0,58.0,50.0,83.0,26200.0,38.0,7.8
2017,30 mois après le diplôme,hommes,Sciences humaines et sociales,89.0,66.0,65.0,90.0,30200.0,35.0,7.8
2017,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,81.0,46.0,46.0,85.0,25400.0,38.0,7.8
2020,30 mois après le diplôme,femmes,Sciences humaines et sociales,86.0,42.0,48.0,90.0,27300.0,40.0,6.9
2020,18 mois après le diplôme,femmes,Sciences humaines et sociales,84.0,36.0,36.0,85.0,27300.0,40.0,6.9
2015,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,84.0,43.0,50.0,88.0,25000.0,36.0,8.6
2017,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,78.0,33.0,37.0,77.0,23400.0,41.0,7.8
2013,18 mois après le diplôme,femmes,Sciences humaines et sociales,72.0,31.0,32.0,73.0,22100.0,40.0,9.9
2020,30 mois après le diplôme,hommes,Sciences humaines et sociales,86.0,48.0,47.0,86.0,26900.0,40.0,6.9
2019,18 mois après le diplôme,hommes,Sciences humaines et sociales,76.0,40.0,37.0,81.0,25700.0,36.0,7.2
2016,30 mois après le diplôme,hommes,Sciences humaines et sociales,82.0,42.0,47.0,88.0,25000.0,41.0,8.5
2016,18 mois après le diplôme,hommes,Sciences humaines et sociales,74.0,38.0,35.0,77.0,23400.0,41.0,8.5
2012,30 mois après le diplôme,femmes,Sciences humaines et sociales,80.0,35.0,49.0,81.0,23400.0,32.80387685290764,10.1
2012,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,76.0,36.0,40.0,79.0,21800.0,36.0,10.1
2020,18 mois après le diplôme,femmes,Sciences humaines et sociales,94.0,55.0,40.0,91.0,30000.0,35.0,6.9
2017,30 mois après le diplôme,hommes,Sciences humaines et sociales,90.0,69.0,67.0,97.0,31200.0,33.0,7.8
2015,18 mois après le diplôme,femmes,Sciences humaines et sociales,78.0,44.0,40.0,88.0,25000.0,32.0,8.6
2018,18 mois après le diplôme,hommes,Sciences humaines et sociales,86.0,86.0,58.0,80.0,26500.0,42.0,7.8
2020,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,77.0,24.0,23.0,81.0,25000.0,42.0,6.9
2015,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,71.0,26.0,38.0,83.0,22300.0,47.0,8.6
2017,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2013,30 mois après le diplôme,femmes,Sciences humaines et sociales,88.0,67.0,67.0,83.0,29569.70041714069,33.0,9.9
2013,18 mois après le diplôme,femmes,Sciences humaines et sociales,80.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,33.0,9.9
2019,30 mois après le diplôme,hommes,Sciences humaines et sociales,83.0,73.0,80.0,95.0,29569.70041714069,32.0,7.2
2020,30 mois après le diplôme,femmes,Sciences humaines et sociales,92.0,65.0,73.0,77.0,32500.0,39.0,6.9
2020,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,89.0,69.0,71.0,74.0,32500.0,39.0,6.9
2016,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2020,18 mois après le diplôme,femmes,Sciences humaines et sociales,88.0,64.0,53.0,89.0,32500.0,39.0,6.9
2012,18 mois après le diplôme,femmes,Sciences humaines et sociales,84.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2012,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,87.0,66.0,68.0,85.0,31600.0,18.0,10.1
2017,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,88.0,47.0,51.0,91.0,25000.0,38.0,7.8
2018,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2015,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,87.0,37.0,48.0,88.0,25400.0,33.0,8.6
2018,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2017,18 mois après le diplôme,femmes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2016,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2016,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2013,30 mois après le diplôme,femmes,Sciences humaines et sociales,80.0,46.0,53.0,89.0,27000.0,31.0,9.9
2017,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,84.0,43.0,48.0,81.0,25000.0,34.0,7.8
2013,18 mois après le diplôme,hommes,Sciences humaines et sociales,78.0,51.0,40.0,75.0,26200.0,35.0,9.9
2019,30 mois après le diplôme,hommes,Sciences humaines et sociales,79.0,44.0,50.0,88.0,29600.0,33.0,7.2
2019,18 mois après le diplôme,femmes,Sciences humaines et sociales,82.0,46.0,52.0,86.0,27000.0,44.0,7.2
2016,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,84.0,39.0,38.0,84.0,25000.0,40.0,8.5
2016,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,84.0,49.0,55.0,87.0,27300.0,40.0,8.5
2012,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,77.0,45.0,40.0,86.0,24700.0,32.0,10.1
2017,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,85.0,46.0,45.0,89.0,25000.0,41.0,7.8
2014,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,86.0,38.0,57.0,91.0,25000.0,36.0,9.3
2018,18 mois après le diplôme,hommes,Sciences humaines et sociales,85.0,63.0,53.0,93.0,29100.0,23.0,7.8
2019,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,86.0,42.0,60.0,87.0,26200.0,40.0,7.2
2019,30 mois après le diplôme,femmes,Sciences humaines et sociales,86.0,38.0,57.0,87.0,25300.0,42.0,7.2
2016,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,85.0,49.0,45.0,88.0,25500.0,33.0,8.5
2016,18 mois après le diplôme,hommes,Sciences humaines et sociales,84.0,56.0,57.0,93.0,26500.0,22.0,8.5
2015,18 mois après le diplôme,hommes,Sciences humaines et sociales,82.0,57.0,50.0,86.0,26500.0,33.0,8.6
2013,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,73.0,36.0,33.0,77.0,22700.0,37.0,9.9
2018,30 mois après le diplôme,femmes,Sciences humaines et sociales,80.0,35.0,52.0,83.0,25000.0,44.0,7.8
2020,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,85.0,37.0,44.0,86.0,26500.0,41.0,6.9
2012,30 mois après le diplôme,femmes,"Sciences, technologies et santé",95.0,84.0,82.0,98.0,31200.0,32.80387685290764,10.1
2013,30 mois après le diplôme,femmes,"Sciences, technologies et santé",100.0,74.0,89.0,100.0,29569.70041714069,30.0,9.9
2013,18 mois après le diplôme,femmes,"Sciences, technologies et santé",97.0,79.0,72.0,91.73041559396837,29569.70041714069,30.0,9.9
2014,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",87.0,86.0,75.0,100.0,34100.0,31.0,9.3
2014,18 mois après le diplôme,hommes,"Sciences, technologies et santé",86.0,93.0,79.0,100.0,29569.70041714069,22.0,9.3
2020,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,6.9
2012,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",95.0,89.0,79.0,98.0,34300.0,32.0,10.1
2015,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2019,18 mois après le diplôme,femmes,"Sciences, technologies et santé",92.0,73.0,76.0,99.0,34200.0,29.0,7.2
2020,30 mois après le diplôme,femmes,"Sciences, technologies et santé",98.0,78.0,92.0,97.0,35900.0,26.0,6.9
2020,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",89.0,79.0,81.0,98.0,36700.0,27.0,6.9
2017,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",93.0,92.0,92.0,98.0,33400.0,33.0,9.3
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,94.0,92.0,99.0,35900.0,39.0,7.8
2014,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,87.0,80.0,98.0,31200.0,33.0,9.3
2020,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",86.0,87.0,85.0,98.0,37400.0,30.0,6.9
2019,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",84.0,82.0,87.0,100.0,35100.0,36.0,7.2
2016,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",93.0,92.0,88.0,99.0,31700.0,35.0,8.5
2015,30 mois après le diplôme,hommes,"Sciences, technologies et santé",97.0,92.0,88.0,100.0,33800.0,34.0,8.6
2011,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,93.0,91.0,100.0,32800.0,29.0,9.7
2017,30 mois après le diplôme,hommes,"Sciences, technologies et santé",97.0,95.0,94.0,100.0,35200.0,38.0,7.8
2013,18 mois après le diplôme,femmes,"Sciences, technologies et santé",87.0,61.0,73.0,99.0,29600.0,46.0,9.9
2014,30 mois après le diplôme,femmes,"Sciences, technologies et santé",92.0,82.0,88.0,96.0,30000.0,37.0,9.3
2018,18 mois après le diplôme,hommes,"Sciences, technologies et santé",97.0,82.0,89.0,100.0,33800.0,32.0,7.8
2020,30 mois après le diplôme,femmes,"Sciences, technologies et santé",100.0,86.0,98.0,96.0,35100.0,41.0,6.9
2020,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",97.0,82.0,96.0,98.0,36500.0,38.0,6.9
2020,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",97.0,78.0,88.0,97.0,36500.0,38.0,6.9
2012,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.0,62.268107698141826,80.0,97.0,28200.0,32.80387685290764,10.1
2015,30 mois après le diplôme,femmes,"Sciences, technologies et santé",98.0,71.0,90.0,100.0,32400.0,34.0,8.6
2017,30 mois après le diplôme,femmes,"Sciences, technologies et santé",100.0,90.0,92.0,98.0,35800.0,31.0,7.8
2017,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,77.0,72.0,99.0,31200.0,28.0,7.8
2013,30 mois après le diplôme,femmes,"Sciences, technologies et santé",85.0,63.0,78.0,98.0,30400.0,34.0,9.9
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,86.0,87.0,99.0,35100.0,33.0,7.8
2018,18 mois après le diplôme,hommes,"Sciences, technologies et santé",95.0,89.0,79.0,100.0,33100.0,27.0,7.8
2018,18 mois après le diplôme,femmes,"Sciences, technologies et santé",76.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,52.0,7.8
2014,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",85.0,73.0,63.0,97.0,30500.0,30.0,9.3
2019,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.0,72.0,69.0,98.0,33800.0,40.0,7.2
2016,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",90.0,74.0,75.0,100.0,31300.0,27.0,8.5
2020,18 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,62.268107698141826,65.86825688073394,96.0,29569.70041714069,28.0,6.9
2016,30 mois après le diplôme,femmes,"Sciences, technologies et santé",97.0,68.0,90.0,99.0,32800.0,24.0,8.5
2013,30 mois après le diplôme,hommes,"Sciences, technologies et santé",90.0,85.0,89.0,99.0,33200.0,29.0,9.9
2018,30 mois après le diplôme,hommes,"Sciences, technologies et santé",88.0,91.0,91.0,97.0,34900.0,27.0,7.8
2017,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,91.0,86.0,100.0,32500.0,34.0,7.8
2018,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,95.0,84.0,99.0,33600.0,27.0,7.8
2013,18 mois après le diplôme,hommes,"Sciences, technologies et santé",87.0,82.0,79.0,99.0,31700.0,29.0,9.9
2019,30 mois après le diplôme,hommes,"Sciences, technologies et santé",92.0,84.0,92.0,99.0,34300.0,33.0,7.2
2014,18 mois après le diplôme,femmes,"Sciences, technologies et santé",95.0,87.0,76.0,100.0,30000.0,32.0,9.3
2016,30 mois après le diplôme,hommes,"Sciences, technologies et santé",96.0,91.0,93.0,99.0,34900.0,29.0,8.5
2016,18 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,88.0,82.0,99.0,31900.0,29.0,8.5
2012,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.0,62.268107698141826,74.0,98.0,30500.0,32.80387685290764,10.1
2012,30 mois après le diplôme,femmes,"Sciences, technologies et santé",96.0,75.0,81.0,97.0,32000.0,32.80387685290764,10.1
2017,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,92.0,93.0,100.0,34600.0,34.0,7.8
2012,30 mois après le diplôme,hommes,"Sciences, technologies et santé",93.0,87.0,89.0,99.0,33000.0,32.80387685290764,10.1
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.0,78.0,89.0,99.0,33900.0,19.0,7.8
2014,18 mois après le diplôme,hommes,"Sciences, technologies et santé",83.0,82.0,74.0,99.0,32500.0,21.0,9.3
2020,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",98.0,73.0,90.0,99.0,36200.0,13.0,6.9
2019,18 mois après le diplôme,femmes,"Sciences, technologies et santé",93.0,68.0,74.0,98.0,33200.0,10.0,7.2
2016,18 mois après le diplôme,femmes,"Sciences, technologies et santé",87.0,71.0,70.0,98.0,30000.0,17.0,8.5
2016,18 mois après le diplôme,hommes,"Sciences, technologies et santé",92.0,85.0,77.0,98.0,32100.0,17.0,8.5
2016,30 mois après le diplôme,hommes,"Sciences, technologies et santé",95.0,88.0,91.0,99.0,34400.0,17.0,8.5
2016,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",90.0,81.0,75.0,98.0,31300.0,17.0,8.5
2015,30 mois après le diplôme,femmes,"Sciences, technologies et santé",95.0,65.0,87.0,98.0,32000.0,20.0,8.6
2017,30 mois après le diplôme,femmes,"Sciences, technologies et santé",93.0,67.0,88.0,99.0,33800.0,18.0,7.8
2012,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,77.0,85.0,98.0,33000.0,17.0,10.1
2016,30 mois après le diplôme,femmes,"Sciences, technologies et santé",93.0,77.0,77.0,98.0,32500.0,17.0,8.5
2018,30 mois après le diplôme,femmes,"Sciences, technologies et santé",87.0,71.0,84.0,100.0,31300.0,21.0,7.8
2015,18 mois après le diplôme,hommes,"Sciences, technologies et santé",89.0,83.0,77.0,100.0,31500.0,22.0,8.6
2013,18 mois après le diplôme,femmes,"Sciences, technologies et santé",94.0,87.0,84.0,98.0,29900.0,38.0,9.9
2013,30 mois après le diplôme,femmes,"Sciences, technologies et santé",92.0,87.0,90.0,99.0,31300.0,38.0,9.9
2013,18 mois après le diplôme,hommes,"Sciences, technologies et santé",94.0,91.0,89.0,99.0,31900.0,30.0,9.9
2018,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",96.0,93.0,91.0,99.0,34200.0,31.0,7.8
2018,18 mois après le diplôme,hommes,"Sciences, technologies et santé",96.0,94.0,92.0,99.0,34300.0,30.0,7.8
2014,18 mois après le diplôme,hommes,"Sciences, technologies et santé",94.0,92.0,91.0,99.0,31200.0,30.0,9.3
2014,18 mois après le diplôme,femmes,"Sciences, technologies et santé",93.0,91.0,91.0,99.0,30400.0,37.0,9.3
2020,30 mois après le diplôme,hommes,"Sciences, technologies et santé",96.0,92.0,95.0,99.0,39000.0,28.0,6.9
2016,30 mois après le diplôme,hommes,"Sciences, technologies et santé",97.0,94.0,94.0,99.0,35500.0,31.0,8.5
2016,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",95.0,93.0,92.0,99.0,32800.0,30.0,8.5
2017,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",97.0,93.0,94.0,99.0,36300.0,33.0,7.8
2015,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",96.0,91.0,92.0,99.0,31300.0,34.0,8.6
2013,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",93.0,59.0,75.0,93.0,28100.0,28.0,9.9
2018,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,56.0,69.0,91.0,28900.0,34.0,7.8
2020,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,55.0,81.0,92.0,31200.0,32.0,6.9
2019,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",89.0,52.0,72.0,91.0,30400.0,31.0,7.2
2017,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2013,30 mois après le diplôme,hommes,"Sciences, technologies et santé",96.0,73.0,66.0,100.0,31100.0,29.0,9.9
2013,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2013,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2014,30 mois après le diplôme,hommes,"Sciences, technologies et santé",85.0,76.0,59.0,95.0,28100.0,37.0,9.3
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",82.0,56.0,38.0,92.0,25600.0,38.0,9.3
